V3_gene	V4_gene	Sequence_change_or_not_in_two_versions	Method	Type
AC186606.4_FG003	Zm00001d031272	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186611.4_FG005	Zm00001d010444	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186613.4_FG003	Zm00001d003244	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186619.3_FG001	Zm00001d032037	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186647.3_FG001	Zm00001d037048	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186653.4_FG005	Zm00001d028134	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186656.4_FG004	Zm00001d034474	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186656.4_FG012	Zm00001d034481	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186663.3_FG006	Zm00001d041858	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186667.3_FG007	Zm00001d033996	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186669.3_FG002	Zm00001d043667	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC186684.4_FG001	Zm00001d033740	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186691.4_FG006	1:191531840-191532028	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC186743.4_FG003	Zm00001d052402	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186781.4_FG006	Zm00001d021153	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186785.4_FG002	7:113588106-113590472	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC186789.4_FG001	Zm00001d011464	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186800.3_FG005	Zm00001d021118	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186807.4_FG002	8:75959948-75960286	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC186815.3_FG003	Zm00001d011407	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186828.3_FG001	Zm00001d036259	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186845.4_FG009	7:169186808-169187125	No_sequence_change_in_v4	CrossMap	1-to-0
AC186897.4_FG016	Zm00001d008579	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186902.4_FG006	Zm00001d034146	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186902.4_FG009	Zm00001d005364	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC186904.4_FG007	2:15524678-15525259	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC186905.3_FG013	Zm00001d051487	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC187037.4_FG008	Zm00001d011489	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187046.3_FG009	Zm00001d021989	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187056.3_FG002	Zm00001d036147	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187065.3_FG003	Zm00001d009051	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187067.4_FG001	Zm00001d022620	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC187072.4_FG001	7:170162114-170162965	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187072.4_FG002	Zm00001d022094	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187080.3_FG006	Zm00001d036583	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC187080.3_FG007	6:93688344-93690368	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187082.3_FG003	Zm00001d019529	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187086.3_FG004	Zm00001d011151	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187088.3_FG002	Zm00001d035202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187090.3_FG003	8:9851642-9852050	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187090.3_FG011	Zm00001d008474	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC187092.6_FG003	8:71716722-71717134	No_sequence_change_in_v4	CrossMap	1-to-0
AC187096.5_FG001	Zm00001d008818	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187098.4_FG011	Zm00001d022587	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187099.5_FG005	Zm00001d021151	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187142.3_FG007	6:127660810-127661085	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187157.4_FG001	Zm00001d008872	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187157.4_FG002	Zm00001d008871	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187157.4_FG005	Zm00001d008869	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187160.3_FG003	Zm00001d020854	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187207.3_FG006	1:13587388-13589061	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187209.5_FG003	2:4624998-4626613	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187209.5_FG010	Zm00001d002030	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187212.3_FG011	Zm00001d002297	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187222.4_FG001	Zm00001d041840	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187235.3_FG003	8:83319807-83320550	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187243.3_FG005	Zm00001d010756	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187262.4_FG007	Zm00001d031344	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187263.4_FG001	Zm00001d008926	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187279.3_FG003	Zm00001d035796	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187279.3_FG004	Zm00001d035795	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187283.3_FG005	Zm00001d036436	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187393.3_FG001	Zm00001d008598	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187404.3_FG003	Zm00001d024260	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187404.3_FG006	Zm00001d024257	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187460.4_FG002	Zm00001d020056	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187469.3_FG005	9:143181111-143181845	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187485.3_FG001	Zm00001d009523	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187551.3_FG002	Zm00001d010032	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187560.5_FG003	Zm00001d018811	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187567.4_FG004	Zm00001d037734	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC187782.4_FG009	Zm00001d011257	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187789.3_FG001	Zm00001d045643	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187800.4_FG003	1:66555320-66555607	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187802.3_FG008	Zm00001d038654	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187809.3_FG005	Zm00001d045869	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187813.3_FG002	Zm00001d017283	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187818.3_FG004	Zm00001d008213	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187826.3_FG007	Zm00001d010833	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187843.3_FG001	Zm00001d023490	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC187843.3_FG006	Zm00001d023496	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187843.3_FG010	Zm00001d023490	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC187870.3_FG002	8:46221234-46222895	No_sequence_change_in_v4	CrossMap	1-to-0
AC187872.3_FG005	Zm00001d021944	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187879.3_FG001	Zm00001d050579	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187885.3_FG002	6:123868229-123868700	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC187887.3_FG008	Zm00001d037752	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187891.3_FG006	Zm00001d023456	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187895.2_FG002	Zm00001d020314	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187896.3_FG006	Zm00001d038696	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187899.3_FG002	Zm00001d024581	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187901.4_FG004	Zm00001d045623	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC187910.5_FG002	Zm00001d011554	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188000.3_FG003	Zm00001d024877	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188001.3_FG009	8:175091375-175094136	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188003.3_FG012	Zm00001d048610	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188023.3_FG005	Zm00001d039064	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188023.3_FG011	6:169505979-169507184	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188036.3_FG003	Zm00001d024639	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188128.3_FG002	Zm00001d026384	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188134.2_FG011	5:217524620-217526676	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188195.2_FG003	Zm00001d024956	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC188195.2_FG004	Zm00001d024956	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC188195.2_FG005	Zm00001d024957	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC188296.3_FG004	Zm00001d037549	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188582.3_FG002	9:85144641-85145246	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188583.4_FG003	Zm00001d045008	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188612.3_FG009	10:4317417-4318307	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188710.4_FG006	Zm00001d037658	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188718.3_FG005	Zm00001d021111	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC188718.3_FG011	Zm00001d021103	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188718.3_FG015	Zm00001d021106	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188721.3_FG001	Zm00001d021277	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188722.3_FG002	Zm00001d023999	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188723.3_FG001	Zm00001d009911	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188724.3_FG006	Zm00001d009670	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188727.3_FG003	Zm00001d044873	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188735.3_FG001	Zm00001d024797	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188744.3_FG009	9:70310019-70310726	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188745.3_FG001	Zm00001d024971	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188752.3_FG008	4:222964094-222966030	No_sequence_change_in_v4	CrossMap	1-to-0
AC188753.3_FG004	Zm00001d042321	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188755.3_FG001	6:67135603-67136325	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188756.2_FG004	Zm00001d045802	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188757.4_FG004	9:123552018-123552818	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC188831.3_FG005	Zm00001d002290	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188838.3_FG005	Zm00001d038332	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188964.3_FG002	Zm00001d050517	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC188978.3_FG008	Zm00001d039199	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189048.2_FG001	6:22407064-22408568	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC189052.3_FG003	Zm00001d031156	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189056.3_FG001	10:48018657-48019145	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC189060.4_FG007	Zm00001d044531	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189078.3_FG004	Zm00001d019826	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189084.3_FG002	Zm00001d047337	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189280.3_FG001	Zm00001d051943	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189694.3_FG003	Zm00001d050773	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189750.4_FG004	Zm00001d021596	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189752.3_FG003	Zm00001d053075	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC189753.3_FG002	Zm00001d047556	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189770.3_FG002	Zm00001d047215	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189771.3_FG001	Zm00001d015106	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189792.3_FG005	Zm00001d009736	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189795.3_FG001	Zm00001d026427	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189796.3_FG004	Zm00001d023960	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC189879.3_FG003	Zm00001d046438	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC189883.3_FG002	Zm00001d000024	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190035.1_FG005	Zm00001d005669	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190225.2_FG001	Zm00001d009393	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190480.1_FG007	Zm00001d007710	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190485.1_FG004	Zm00001d050586	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190491.1_FG002	3:11275869-11277093	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190496.1_FG002	Zm00001d033783	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190498.1_FG007	Zm00001d033569	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190507.1_FG007	Zm00001d004192	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190526.3_FG004	Zm00001d016377	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190544.2_FG004	2:226699048-226699266	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190549.3_FG004	Zm00001d039516	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190560.2_FG002	3:192871858-192873293	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190565.2_FG003	Zm00001d046159	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190570.3_FG003	Zm00001d032684	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190572.4_FG001	Zm00001d041441	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190576.2_FG002	5:94637183-94637632	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190587.3_FG005	9:117378287-117380996	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190590.3_FG001	10:53970940-53971464	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190609.3_FG001	Zm00001d052717	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190609.3_FG002	Zm00001d052718	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190609.3_FG003	Zm00001d052719	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190609.3_FG004	Zm00001d052720	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190609.3_FG005	Zm00001d052716	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190613.3_FG001	Zm00001d004040	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190614.3_FG004	Zm00001d013684	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190623.3_FG001	Zm00001d043299	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190623.3_FG002	Zm00001d043300	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190628.4_FG007	Zm00001d052248	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC190630.2_FG001	Zm00001d000368	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190632.2_FG004	Zm00001d051335	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190634.1_FG005	2:169144896-169146014	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190636.3_FG005	Zm00001d012819	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190638.3_FG001	Zm00001d051712	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC190643.4_FG011	Zm00001d018293	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190652.3_FG001	Zm00001d040562	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC190665.3_FG006	Zm00001d040602	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC190671.4_FG003	2:225374785-225375147	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190677.3_FG003	2:106983362-106984033	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190685.3_FG005	Zm00001d002331	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190688.3_FG006	Zm00001d012486	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190693.1_FG009	Zm00001d006671	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190695.3_FG003	1:78531704-78534547	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190701.3_FG001	Zm00001d040454	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190716.3_FG001	Zm00001d013351	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190734.2_FG003	Zm00001d013467	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190740.2_FG004	Zm00001d029348	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190743.3_FG012	Zm00001d047175	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190744.2_FG010	2:60112723-60113061	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190749.3_FG006	Zm00001d051630	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190750.2_FG014	Zm00001d001923	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC190756.4_FG007	Zm00001d045198	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190757.3_FG001	9:156277950-156281001	No_sequence_change_in_v4	CrossMap	1-to-0
AC190763.3_FG002	Zm00001d030602	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190771.2_FG003	Zm00001d005942	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190772.4_FG011	Zm00001d049417	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190788.2_FG004	2:206203117-206203620	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190788.2_FG005	Zm00001d006382	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC190789.3_FG005	Zm00001d026622	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190792.2_FG006	Zm00001d001811	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC190799.2_FG010	Zm00001d027615	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190807.2_FG001	Zm00001d005289	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190809.2_FG002	Zm00001d004404	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190811.1_FG003	2:149945274-149946077	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190812.3_FG006	Zm00001d012181	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190816.3_FG007	4:38140846-38143215	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190832.2_FG003	Zm00001d051777	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190832.2_FG006	Zm00001d051774	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190834.3_FG005	Zm00001d012796	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190841.2_FG007	2:236500820-236501143	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190851.3_FG003	Zm00001d019242	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190858.3_FG004	Zm00001d003818	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190858.3_FG005	2:60875565-60876812	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190883.2_FG005	Zm00001d043546	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190885.4_FG006	Zm00001d052372	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190909.3_FG004	Zm00001d014867	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190913.3_FG002	Zm00001d045346	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190915.3_FG007	Zm00001d033927	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC190922.3_FG007	Zm00001d014789	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC190925.2_FG002	Zm00001d015768	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190933.3_FG004	Zm00001d039826	No_change_in_genomic_sequence	Direct_mapping	1-to-1
AC190934.3_FG003	1:29754143-29754684	No_sequence_change_in_v4	CrossMap	1-to-0
AC190978.3_FG007	4:155968290-155968796	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC190985.3_FG006	Zm00001d020978	No_change_in_genomic_sequence	Direct_mapping	1-to-many
AC190990.2_FG005	Zm00001d016954	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
AC190999.2_FG004	Zm00001d005812	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC191009.3_FG004	Zm00001d034859	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
AC191012.2_FG001	3:12019830-12020399	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
AC191040.2_FG002	Zm00001d027716	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
